,year,CO2,CH4,N2O,CFC11,CFC12,solaire,chlore,GHG
593,2358,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.944,574.162,13.09280474
594,2359,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.9119,574.162,13.09280474
595,2360,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.8325,574.162,13.09280474
596,2361,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.9598,574.162,13.09280474
597,2362,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.3207,574.162,13.09280474
598,2363,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.6028,574.162,13.09280474
599,2364,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.9002,574.162,13.09280474
600,2365,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.8191,574.162,13.09280474
601,2366,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.8973,574.162,13.09280474
602,2367,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.4482,574.162,13.09280474
603,2368,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.2668,574.162,13.09280474
604,2369,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.074,574.162,13.09280474
605,2370,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.0304,574.162,13.09280474
606,2371,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.944,574.162,13.09280474
607,2372,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.9119,574.162,13.09280474
608,2373,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.8325,574.162,13.09280474
609,2374,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.9598,574.162,13.09280474
610,2375,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.3207,574.162,13.09280474
611,2376,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.6028,574.162,13.09280474
612,2377,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.9002,574.162,13.09280474
613,2378,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.8191,574.162,13.09280474
614,2379,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.8973,574.162,13.09280474
615,2380,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.4482,574.162,13.09280474
616,2381,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.2668,574.162,13.09280474
617,2382,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.074,574.162,13.09280474
618,2383,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.0304,574.162,13.09280474
619,2384,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.944,574.162,13.09280474
620,2385,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.9119,574.162,13.09280474
621,2386,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.8325,574.162,13.09280474
622,2387,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.9598,574.162,13.09280474
623,2388,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.3207,574.162,13.09280474
624,2389,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.6028,574.162,13.09280474
625,2390,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.9002,574.162,13.09280474
626,2391,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.8191,574.162,13.09280474
627,2392,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.8973,574.162,13.09280474
628,2393,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.4482,574.162,13.09280474
629,2394,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.2668,574.162,13.09280474
630,2395,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.074,574.162,13.09280474
631,2396,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.0304,574.162,13.09280474
632,2397,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.944,574.162,13.09280474
633,2398,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.9119,574.162,13.09280474
634,2399,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.8325,574.162,13.09280474
635,2400,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.9598,574.162,13.09280474
636,2401,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.3207,574.162,13.09280474
637,2402,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.6028,574.162,13.09280474
638,2403,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.9002,574.162,13.09280474
639,2404,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.8191,574.162,13.09280474
640,2405,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.8973,574.162,13.09280474
641,2406,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.4482,574.162,13.09280474
642,2407,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.2668,574.162,13.09280474
643,2408,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.074,574.162,13.09280474
644,2409,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.0304,574.162,13.09280474
645,2410,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.944,574.162,13.09280474
646,2411,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.9119,574.162,13.09280474
647,2412,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.8325,574.162,13.09280474
648,2413,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.9598,574.162,13.09280474
649,2414,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.3207,574.162,13.09280474
650,2415,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.6028,574.162,13.09280474
651,2416,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.9002,574.162,13.09280474
652,2417,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.8191,574.162,13.09280474
653,2418,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.8973,574.162,13.09280474
654,2419,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.4482,574.162,13.09280474
655,2420,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.2668,574.162,13.09280474
656,2421,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.074,574.162,13.09280474
657,2422,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.0304,574.162,13.09280474
658,2423,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.944,574.162,13.09280474
659,2424,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.9119,574.162,13.09280474
660,2425,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.8325,574.162,13.09280474
661,2426,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.9598,574.162,13.09280474
662,2427,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.3207,574.162,13.09280474
663,2428,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.6028,574.162,13.09280474
664,2429,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.9002,574.162,13.09280474
665,2430,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.8191,574.162,13.09280474
666,2431,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.8973,574.162,13.09280474
667,2432,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.4482,574.162,13.09280474
668,2433,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.2668,574.162,13.09280474
669,2434,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.074,574.162,13.09280474
670,2435,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.0304,574.162,13.09280474
671,2436,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.944,574.162,13.09280474
672,2437,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.9119,574.162,13.09280474
673,2438,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.8325,574.162,13.09280474
674,2439,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.9598,574.162,13.09280474
675,2440,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.3207,574.162,13.09280474
676,2441,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.6028,574.162,13.09280474
677,2442,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.9002,574.162,13.09280474
678,2443,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.8191,574.162,13.09280474
679,2444,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.8973,574.162,13.09280474
680,2445,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.4482,574.162,13.09280474
681,2446,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.2668,574.162,13.09280474
682,2447,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.074,574.162,13.09280474
683,2448,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.0304,574.162,13.09280474
684,2449,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.944,574.162,13.09280474
685,2450,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.9119,574.162,13.09280474
686,2451,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.8325,574.162,13.09280474
687,2452,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.9598,574.162,13.09280474
688,2453,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.3207,574.162,13.09280474
689,2454,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.6028,574.162,13.09280474
690,2455,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.9002,574.162,13.09280474
691,2456,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.8191,574.162,13.09280474
692,2457,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.8973,574.162,13.09280474
693,2458,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.4482,574.162,13.09280474
694,2459,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.2668,574.162,13.09280474
695,2460,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.074,574.162,13.09280474
696,2461,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.0304,574.162,13.09280474
697,2462,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.944,574.162,13.09280474
698,2463,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.9119,574.162,13.09280474
699,2464,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.8325,574.162,13.09280474
700,2465,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.9598,574.162,13.09280474
701,2466,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.3207,574.162,13.09280474
702,2467,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.6028,574.162,13.09280474
703,2468,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.9002,574.162,13.09280474
704,2469,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.8191,574.162,13.09280474
705,2470,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.8973,574.162,13.09280474
706,2471,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.4482,574.162,13.09280474
707,2472,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.2668,574.162,13.09280474
708,2473,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.074,574.162,13.09280474
709,2474,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.0304,574.162,13.09280474
710,2475,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.944,574.162,13.09280474
711,2476,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.9119,574.162,13.09280474
712,2477,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.8325,574.162,13.09280474
713,2478,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.9598,574.162,13.09280474
714,2479,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.3207,574.162,13.09280474
715,2480,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.6028,574.162,13.09280474
716,2481,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.9002,574.162,13.09280474
717,2482,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.8191,574.162,13.09280474
718,2483,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.8973,574.162,13.09280474
719,2484,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.4482,574.162,13.09280474
720,2485,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.2668,574.162,13.09280474
721,2486,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.074,574.162,13.09280474
722,2487,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.0304,574.162,13.09280474
723,2488,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.944,574.162,13.09280474
724,2489,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.9119,574.162,13.09280474
725,2490,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.8325,574.162,13.09280474
726,2491,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.9598,574.162,13.09280474
727,2492,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.3207,574.162,13.09280474
728,2493,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.6028,574.162,13.09280474
729,2494,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.9002,574.162,13.09280474
730,2495,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.8191,574.162,13.09280474
731,2496,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.8973,574.162,13.09280474
732,2497,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.4482,574.162,13.09280474
733,2498,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.2668,574.162,13.09280474
734,2499,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.074,574.162,13.09280474
735,2500,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.0304,574.162,13.09280474
