,year,CO2,CH4,N2O,CFC11,CFC12,solaire,chlore,GHG
303,2068,661.6449,3282.3905,391.5347,67.7986,912.6813,1361.4482,1537.8892,6.90271364
304,2069,669.3047,3302.7529,392.8816,65.9683,910.9201,1361.2668,1515.9871,6.97377207
305,2070,677.0776,3322.3407,394.2272,64.178,909.3694,1361.074,1494.698,7.04477994
306,2071,684.9543,3341.2273,395.5716,62.4275,908.0204,1361.0304,1474.0037,7.11567757
307,2072,692.902,3359.5415,396.9159,60.7156,906.8435,1360.944,1453.8764,7.18632312
308,2073,700.8942,3377.4134,398.261,59.0412,905.8129,1360.9119,1434.2916,7.25655465
309,2074,708.9316,3394.863,399.6071,57.4036,904.9214,1360.8325,1415.2285,7.3263085
310,2075,717.0155,3411.9104,400.954,55.8022,904.1617,1360.9598,1396.6675,7.39560452
311,2076,725.136,3428.4336,402.3018,54.2341,903.5074,1361.3207,1378.5679,7.4643225
312,2077,733.3067,3444.364,403.6505,52.6973,902.9393,1361.6028,1360.8982,7.53253687
313,2078,741.5237,3459.8338,405.0001,51.1931,902.466,1361.9002,1343.6586,7.60027641
314,2079,749.8047,3474.9586,406.3506,49.7227,902.0942,1361.8191,1326.8477,7.66771295
315,2080,758.1823,3489.8387,407.7019,48.2866,901.8292,1361.8973,1310.4616,7.7351175
316,2081,766.6445,3504.576,409.0541,46.8858,901.677,1361.4482,1294.4973,7.80243619
317,2082,775.1745,3519.3467,410.4083,45.5196,901.6158,1361.2668,1278.9416,7.86947627
318,2083,783.7514,3534.256,411.7658,44.1868,901.619,1361.074,1263.7742,7.93612662
319,2084,792.3658,3549.2595,413.1265,42.8864,901.6826,1361.0304,1248.9777,8.00243919
320,2085,801.0188,3564.3348,414.4904,41.6178,901.8046,1360.944,1234.5382,8.06841855
321,2086,809.7146,3579.4623,415.8575,40.3803,901.9832,1360.9119,1220.4424,8.13409007
322,2087,818.4221,3594.4751,417.2278,39.1716,902.1968,1360.8325,1206.6611,8.19918927
323,2088,827.1572,3609.2644,418.6012,37.99,902.4309,1360.9598,1193.172,8.26378421
324,2089,835.9559,3623.9383,419.9777,36.8362,902.6979,1361.3207,1179.9771,8.32815755
325,2090,844.8047,3638.5919,421.3573,35.711,903.0087,1361.6028,1167.0774,8.39225917
326,2091,853.7254,3653.3103,422.74,34.6147,903.373,1361.9002,1154.4727,8.45626031
327,2092,862.726,3667.6148,424.1231,33.5478,903.8247,1361.8191,1142.1641,8.52025687
328,2093,871.7768,3680.9857,425.5039,32.5101,904.3837,1361.8973,1130.1444,8.58388307
329,2094,880.8643,3693.4499,426.8825,31.5003,905.0348,1361.4482,1118.4002,8.64685777
330,2095,889.9816,3705.0444,428.2588,30.5177,905.7655,1361.2668,1106.9199,8.70915415
331,2096,899.1241,3715.8238,429.6329,29.5616,906.5671,1361.074,1095.6944,8.77076862
332,2097,908.2887,3725.8411,431.0046,28.6313,907.4317,1361.0304,1084.7155,8.83170762
333,2098,917.4714,3734.9887,432.374,27.7251,908.3332,1360.944,1073.9623,8.89190949
334,2099,926.6653,3743.2127,433.7412,26.8415,909.2527,1360.9119,1063.4189,8.9513196
335,2100,935.8744,3750.6846,435.1062,25.9811,910.1989,1360.8325,1053.0887,9.01003163
336,2101,945.1321,3757.5653,436.4689,25.1442,911.1808,1360.9598,1042.9741,9.06830107
337,2102,954.4662,3763.718,437.8244,24.3309,912.1296,1361.3207,1033.0768,9.12648159
338,2103,963.8391,3769.0269,439.1677,23.5415,912.981,1361.6028,1023.399,9.18429077
339,2104,973.2408,3773.5841,440.4988,22.7756,913.7408,1361.9002,1013.9362,9.24143286
340,2105,982.6804,3777.4049,441.8177,22.0322,914.4065,1361.8191,1004.6791,9.29796797
341,2106,992.1429,3780.5142,443.1245,21.3105,914.9781,1361.8973,995.6198,9.35382787
342,2107,1001.6311,3782.9561,444.4193,20.6101,915.4579,1361.4482,986.7521,9.40904974
343,2108,1011.1191,3784.775,445.7021,19.9302,915.8493,1361.2668,978.0703,9.4635185
344,2109,1020.6085,3785.8519,446.9731,19.2696,916.1367,1361.074,969.5591,9.51720591
345,2110,1030.1004,3786.1221,448.2323,18.627,916.3107,1361.0304,961.2067,9.57010213
346,2111,1039.5892,3785.7534,449.48,18.0028,916.3896,1360.944,953.0162,9.62224903
347,2112,1049.1233,3784.9031,450.7161,17.397,916.3909,1360.9119,944.9903,9.67396149
348,2113,1058.7002,3783.7055,451.9409,16.8097,916.3302,1360.8325,937.1306,9.72528122
349,2114,1068.3216,3782.297,453.1543,16.2408,916.2241,1360.9598,929.4391,9.77626863
350,2115,1077.9995,3780.7222,454.3565,15.69,916.0789,1361.3207,921.913,9.82700493
351,2116,1087.6999,3778.9487,455.5476,15.1565,915.892,1361.6028,914.5454,9.87731005
352,2117,1097.4303,3776.957,456.7278,14.6398,915.6621,1361.9002,907.3303,9.92721825
353,2118,1107.1765,3774.7511,457.897,14.1392,915.391,1361.8191,900.2633,9.97666797
354,2119,1116.9122,3772.3388,459.0555,13.6543,915.0805,1361.8973,893.3402,10.02554096
355,2120,1126.6592,3769.5675,460.2032,13.184,914.7138,1361.4482,886.5494,10.0738914
356,2121,1136.4015,3766.3392,461.3403,12.7275,914.2801,1361.2668,879.8816,10.12161459
357,2122,1146.1344,3762.7938,462.467,12.2849,913.7956,1361.074,873.3396,10.16874682
358,2123,1155.9064,3759.0657,463.5832,11.8562,913.2766,1361.0304,866.9258,10.21557215
359,2124,1165.7401,3755.2678,464.6891,11.4413,912.7369,1360.944,860.6418,10.26224054
360,2125,1175.6176,3751.5152,465.7848,11.0401,912.1913,1360.9119,854.4894,10.30871339
361,2126,1185.5295,3747.8324,466.8703,10.6524,911.6443,1360.8325,848.4667,10.35496
362,2127,1195.4833,3744.1677,467.9458,10.2775,911.0916,1360.9598,842.5683,10.40099716
363,2128,1205.4772,3740.4818,469.0114,9.915,910.5303,1361.3207,836.7898,10.44680431
364,2129,1215.4661,3736.761,470.0671,9.5645,909.9601,1361.6028,831.1277,10.49218151
365,2130,1225.453,3732.9982,471.1131,9.2255,909.3813,1361.9002,825.579,10.53714381
366,2131,1235.4493,3729.0271,472.1494,8.8973,908.7759,1361.8191,820.1345,10.58168609
367,2132,1245.419,3724.7357,473.176,8.5793,908.1315,1361.8973,814.7871,10.62561481
368,2133,1255.397,3720.2514,474.1932,8.2714,907.4627,1361.4482,809.5391,10.66913559
369,2134,1265.4211,3715.7001,475.201,7.9737,906.784,1361.2668,804.3924,10.71246201
370,2135,1275.4843,3711.1863,476.1995,7.686,906.1083,1361.074,799.3484,10.75560442
371,2136,1285.5943,3706.8175,477.1887,7.4083,905.4488,1361.0304,794.4088,10.79863745
372,2137,1295.7632,3702.6108,478.1688,7.1403,904.8088,1360.944,789.572,10.84162064
373,2138,1305.9625,3698.5055,479.1397,6.8816,904.183,1360.9119,784.8341,10.88441362
374,2139,1316.1708,3694.454,480.1017,6.6317,903.567,1360.8325,780.1914,10.92691411
375,2140,1326.3936,3690.4353,481.0548,6.3905,902.9595,1360.9598,775.6412,10.96914124
376,2141,1336.6283,3686.4355,481.9991,6.1576,902.3597,1361.3207,771.1813,11.01108278
377,2142,1346.8594,3682.2832,482.9346,5.9324,901.749,1361.6028,766.8044,11.0526163
378,2143,1357.0727,3677.8602,483.8615,5.7145,901.114,1361.9002,762.505,11.09364612
379,2144,1367.2797,3673.2877,484.7797,5.5038,900.4681,1361.8191,758.2845,11.13426911
380,2145,1377.5097,3668.6894,485.6895,5.3004,899.825,1361.8973,754.1449,11.17465139
381,2146,1387.793,3664.168,486.5908,5.1041,899.1968,1361.4482,750.0875,11.21495222
382,2147,1398.1376,3659.8281,487.4838,4.9148,898.5957,1361.2668,746.1134,11.25524309
383,2148,1408.5226,3655.6842,488.3686,4.7324,898.0245,1361.074,742.2217,11.29544933
384,2149,1418.9467,3651.6726,489.2451,4.5566,897.4772,1361.0304,738.4092,11.33554223
385,2150,1429.3969,3647.7413,490.1135,4.387,896.9488,1360.944,734.6729,11.3754571
386,2151,1439.8354,3643.8653,490.9738,4.2235,896.4371,1360.9119,731.0108,11.41504471
387,2152,1450.2111,3640.057,491.8236,4.0658,895.9381,1360.8325,727.421,11.45412018
388,2153,1460.4793,3636.1713,492.6603,3.9136,895.4304,1360.9598,723.8978,11.49246233
389,2154,1470.5915,3632.0838,493.484,3.7664,894.9001,1361.3207,720.4367,11.52986186
390,2155,1480.5564,3627.9101,494.2948,3.6243,894.3593,1361.6028,717.0391,11.56640623
391,2156,1490.4552,3623.7717,495.0927,3.4873,893.8213,1361.9002,713.7066,11.60245049
392,2157,1500.2994,3619.7692,495.8779,3.3552,893.2974,1361.8191,710.4403,11.63808182
393,2158,1510.0573,3616.0047,496.6505,3.2281,892.7994,1361.8973,707.2411,11.67323556
394,2159,1519.7332,3612.4911,497.4106,3.1057,892.3296,1361.4482,704.1084,11.70794092
395,2160,1529.3276,3609.1618,498.1583,2.9879,891.8815,1361.2668,701.0396,11.74218189
396,2161,1538.8274,3605.9611,498.8938,2.8744,891.4497,1361.074,698.0325,11.7759024
397,2162,1548.2214,3602.8606,499.6171,2.7651,891.0313,1361.0304,695.0855,11.80905988
398,2163,1557.5025,3599.8406,500.3283,2.6598,890.6245,1360.944,692.1969,11.84163355
399,2164,1566.6838,3596.7269,501.0276,2.5583,890.2104,1360.9119,689.3623,11.87361046
400,2165,1575.7093,3593.3957,501.7151,2.4603,889.7751,1360.8325,686.5782,11.90476124
401,2166,1584.5792,3589.9621,502.3909,2.3658,889.3301,1360.9598,683.8456,11.93514042
402,2167,1593.389,3586.5497,503.0551,2.2748,888.8885,1361.3207,681.1655,11.96512832
403,2168,1602.1444,3583.2613,503.7077,2.1871,888.4614,1361.6028,678.5389,11.99478838
404,2169,1610.8232,3580.2003,504.349,2.1028,888.0603,1361.9002,675.9667,12.02409414
405,2170,1619.4189,3577.3804,504.979,2.0218,887.6873,1361.8191,673.4482,12.0530329
406,2171,1627.9283,3574.7354,505.5978,1.9439,887.3358,1361.8973,670.9813,12.08157759
407,2172,1636.3423,3572.209,506.2055,1.8689,887.0002,1361.4482,668.5645,12.10968205
408,2173,1644.6544,3569.7719,506.8023,1.7967,886.6776,1361.2668,666.1961,12.13732163
409,2174,1652.8621,3567.404,507.3882,1.7273,886.3659,1361.074,663.8749,12.16448547
410,2175,1660.9472,3564.9323,507.9633,1.6604,886.0462,1361.0304,661.5974,12.19105561
411,2176,1668.8714,3562.2328,508.5277,1.596,885.7048,1360.944,659.3607,12.21686963
412,2177,1676.6491,3559.4204,509.0815,1.5338,885.3528,1360.9119,657.1657,12.24202409
413,2178,1684.3479,3556.6198,509.6249,1.474,885.0032,1360.8325,655.0131,12.26679148
414,2179,1691.9855,3553.935,510.1579,1.4165,884.6668,1360.9598,652.9036,12.29127141
415,2180,1699.5543,3551.4703,510.6806,1.3613,884.3549,1361.3207,650.838,12.31548457
416,2181,1707.0542,3549.2396,511.1931,1.3082,884.0698,1361.6028,648.8158,12.33944025
417,2182,1714.4671,3547.1764,511.6955,1.2572,883.8045,1361.9002,646.8352,12.36306133
418,2183,1721.7857,3545.2234,512.188,1.2082,883.5536,1361.8191,644.8949,12.38630753
419,2184,1728.9986,3543.3509,512.6705,1.161,883.3137,1361.8973,642.9937,12.40913712
420,2185,1736.073,3541.5386,513.1432,1.1157,883.0829,1361.4482,641.1304,12.43144522
421,2186,1743.0204,3539.6146,513.6061,1.0721,882.8425,1361.2668,639.3025,12.45320789
422,2187,1749.8272,3537.4557,514.0594,1.0301,882.5788,1361.074,637.5074,12.4743407
423,2188,1756.4845,3535.1761,514.5032,0.9896,882.3029,1361.0304,635.7459,12.49486623
424,2189,1763.0469,3532.9015,514.9376,0.9507,882.0275,1360.944,634.0186,12.51500511
425,2190,1769.542,3530.7365,515.3625,0.9133,881.7634,1360.9119,632.3259,12.53488407
426,2191,1775.972,3528.7856,515.7782,0.8774,881.5218,1360.8325,630.6686,12.55455484
427,2192,1782.3281,3527.0624,516.1847,0.8429,881.3046,1360.9598,629.0461,12.57399869
428,2193,1788.5985,3525.5001,516.582,0.8098,881.1051,1361.3207,627.4572,12.59315744
429,2194,1794.7605,3524.0409,516.9704,0.7781,880.9177,1361.6028,625.9007,12.61194574
430,2195,1800.7999,3522.655,517.3497,0.7475,880.7392,1361.9002,624.3755,12.63031181
431,2196,1806.7334,3521.3221,517.7203,0.7182,880.5673,1361.8191,622.8809,12.64830379
432,2197,1812.5201,3519.8709,518.082,0.69,880.3839,1361.8973,621.4147,12.66573671
433,2198,1818.1423,3518.1791,518.4351,0.6628,880.1754,1361.4482,619.975,12.68251617
434,2199,1823.6498,3516.3611,518.7795,0.6366,879.9528,1361.2668,618.5621,12.69883584
435,2200,1829.0556,3514.5423,519.1154,0.6115,879.7284,1361.074,617.1767,12.71478835
436,2201,1834.3733,3512.8271,519.4428,0.5873,879.5131,1361.0304,615.8193,12.73045446
437,2202,1839.6122,3511.319,519.7619,0.5641,879.3177,1360.944,614.4901,12.74590483
438,2203,1844.7812,3510.0312,520.0727,0.5419,879.1442,1360.9119,613.1889,12.76117471
439,2204,1849.8682,3508.8966,520.3752,0.5205,878.9859,1360.8325,611.9145,12.77620383
440,2205,1854.849,3507.8575,520.6696,0.5,878.8371,1360.9598,610.666,12.79090186
441,2206,1859.7106,3506.884,520.9559,0.4803,878.6947,1361.3207,609.4427,12.80522398
442,2207,1864.4469,3505.9561,521.2342,0.4614,878.5564,1361.6028,608.2439,12.81914835
443,2208,1869.0362,3504.9031,521.5046,0.4432,878.4044,1361.9002,607.0679,12.83254802
444,2209,1873.4672,3503.6035,521.7672,0.4257,878.2251,1361.8191,605.913,12.84534762
445,2210,1877.784,3502.1725,522.0219,0.4089,878.0296,1361.8973,604.7798,12.85771991
446,2211,1881.9947,3500.7361,522.269,0.3927,877.8302,1361.4482,603.6685,12.86974066
447,2212,1886.1097,3499.3992,522.5085,0.3772,877.6377,1361.2668,602.5796,12.88148166
448,2213,1890.1554,3498.2652,522.7403,0.3623,877.4629,1361.074,601.5134,12.89305961
449,2214,1894.1313,3497.3468,522.9647,0.348,877.3076,1361.0304,600.4695,12.90448071
450,2215,1898.0123,3496.5767,523.1817,0.3343,877.1653,1360.944,599.4471,12.91564866
451,2216,1901.7766,3495.8972,523.3913,0.3211,877.0302,1360.9119,598.4455,12.92648209
452,2217,1905.4235,3495.2788,523.5936,0.3085,876.8993,1360.8325,597.464,12.93697022
453,2218,1908.9603,3494.7016,523.7887,0.2963,876.7705,1360.9598,596.5021,12.94712819
454,2219,1912.3445,3493.9957,523.9767,0.2847,876.626,1361.3207,595.5584,12.9567711
455,2220,1915.5465,3493.0404,524.1576,0.2734,876.4525,1361.6028,594.6317,12.96577366
456,2221,1918.6217,3491.952,524.3314,0.2626,876.2611,1361.9002,593.7223,12.97433674
457,2222,1921.6126,3490.8566,524.4983,0.2522,876.0642,1361.8191,592.8304,12.98262913
458,2223,1924.5227,3489.8584,524.6584,0.2423,875.8723,1361.8973,591.9565,12.99070361
459,2224,1927.352,3489.0597,524.8116,0.2327,875.6961,1361.4482,591.1007,12.99860077
460,2225,1930.1,3488.4727,524.958,0.2236,875.5373,1361.2668,590.2628,13.00632576
461,2226,1932.7513,3488.0301,525.0978,0.2148,875.3895,1361.074,589.4421,13.01381027
462,2227,1935.2926,3487.6744,525.2309,0.2064,875.247,1361.0304,588.6379,13.02099692
463,2228,1937.7127,3487.376,525.3574,0.1983,875.1068,1360.944,587.8499,13.02784395
464,2229,1940.0103,3487.115,525.4774,0.1905,874.9668,1360.9119,587.0775,13.03434247
465,2230,1942.1583,3486.7224,525.591,0.1831,874.8095,1360.8325,586.3197,13.04035266
466,2231,1944.1572,3486.0784,525.6982,0.1759,874.6217,1360.9598,585.5754,13.04583127
467,2232,1946.0278,3485.2991,525.799,0.169,874.4144,1361.3207,584.8449,13.05088119
468,2233,1947.7762,3484.5106,525.8936,0.1623,874.1998,1361.6028,584.1284,13.05556922
469,2234,1949.4392,3483.817,525.982,0.1559,873.9887,1361.9002,583.4262,13.06003815
470,2235,1951.0121,3483.3203,526.0642,0.1498,873.7916,1361.8191,582.7385,13.06431555
471,2236,1952.5138,3483.0325,526.1403,0.1439,873.6102,1361.8973,582.0651,13.06845955
472,2237,1953.9433,3482.886,526.2104,0.1383,873.4381,1361.4482,581.4054,13.07243981
473,2238,1955.2718,3482.8232,526.2745,0.1329,873.2695,1361.2668,580.759,13.0761579
474,2239,1956.4604,3482.8143,526.3326,0.1277,873.1017,1361.074,580.1254,13.07949508
475,2240,1957.4929,3482.8402,526.3849,0.1227,872.9324,1361.0304,579.5043,13.0824015
476,2241,1958.428,3482.7325,526.4314,0.1179,872.7444,1360.944,578.8948,13.08497239
477,2242,1959.1897,3482.3719,526.4721,0.1133,872.5246,1360.9119,578.2961,13.08695355
478,2243,1959.7707,3481.875,526.507,0.1089,872.2841,1360.8325,577.7084,13.08837191
479,2244,1960.2847,3481.3684,526.5364,0.1046,872.0351,1360.9598,577.1319,13.08958635
480,2245,1960.7288,3480.9554,526.5601,0.1005,871.7882,1361.3207,576.5669,13.09062959
481,2246,1961.0674,3480.7373,526.5782,0.0966,871.5539,1361.6028,576.0134,13.09144512
482,2247,1961.3194,3480.7257,526.5909,0.0929,871.3338,1361.9002,575.4713,13.09208802
483,2248,1961.4957,3480.853,526.5981,0.0893,871.1215,1361.8191,574.9402,13.09256397
484,2249,1961.5683,3481.0617,526.5999,0.0858,870.9115,1361.8973,574.4196,13.09277256
485,2250,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.4482,574.162,13.09280474
486,2251,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.2668,574.162,13.09280474
487,2252,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.074,574.162,13.09280474
488,2253,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.0304,574.162,13.09280474
489,2254,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.944,574.162,13.09280474
490,2255,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.9119,574.162,13.09280474
491,2256,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.8325,574.162,13.09280474
492,2257,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.9598,574.162,13.09280474
493,2258,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.3207,574.162,13.09280474
494,2259,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.6028,574.162,13.09280474
495,2260,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.9002,574.162,13.09280474
496,2261,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.8191,574.162,13.09280474
497,2262,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.8973,574.162,13.09280474
498,2263,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.4482,574.162,13.09280474
499,2264,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.2668,574.162,13.09280474
500,2265,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.074,574.162,13.09280474
501,2266,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.0304,574.162,13.09280474
502,2267,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.944,574.162,13.09280474
503,2268,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.9119,574.162,13.09280474
504,2269,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.8325,574.162,13.09280474
505,2270,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.9598,574.162,13.09280474
506,2271,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.3207,574.162,13.09280474
507,2272,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.6028,574.162,13.09280474
508,2273,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.9002,574.162,13.09280474
509,2274,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.8191,574.162,13.09280474
510,2275,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.8973,574.162,13.09280474
511,2276,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.4482,574.162,13.09280474
512,2277,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.2668,574.162,13.09280474
513,2278,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.074,574.162,13.09280474
514,2279,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.0304,574.162,13.09280474
515,2280,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.944,574.162,13.09280474
516,2281,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.9119,574.162,13.09280474
517,2282,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.8325,574.162,13.09280474
518,2283,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.9598,574.162,13.09280474
519,2284,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.3207,574.162,13.09280474
520,2285,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.6028,574.162,13.09280474
521,2286,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.9002,574.162,13.09280474
522,2287,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.8191,574.162,13.09280474
523,2288,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.8973,574.162,13.09280474
524,2289,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.4482,574.162,13.09280474
525,2290,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.2668,574.162,13.09280474
526,2291,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.074,574.162,13.09280474
527,2292,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.0304,574.162,13.09280474
528,2293,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.944,574.162,13.09280474
529,2294,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.9119,574.162,13.09280474
530,2295,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.8325,574.162,13.09280474
531,2296,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.9598,574.162,13.09280474
532,2297,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.3207,574.162,13.09280474
533,2298,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.6028,574.162,13.09280474
534,2299,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.9002,574.162,13.09280474
535,2300,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.8191,574.162,13.09280474
536,2301,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.8973,574.162,13.09280474
537,2302,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.4482,574.162,13.09280474
538,2303,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.2668,574.162,13.09280474
539,2304,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.074,574.162,13.09280474
540,2305,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.0304,574.162,13.09280474
541,2306,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.944,574.162,13.09280474
542,2307,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.9119,574.162,13.09280474
543,2308,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.8325,574.162,13.09280474
544,2309,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.9598,574.162,13.09280474
545,2310,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.3207,574.162,13.09280474
546,2311,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.6028,574.162,13.09280474
547,2312,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.9002,574.162,13.09280474
548,2313,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.8191,574.162,13.09280474
549,2314,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.8973,574.162,13.09280474
550,2315,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.4482,574.162,13.09280474
551,2316,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.2668,574.162,13.09280474
552,2317,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.074,574.162,13.09280474
553,2318,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.0304,574.162,13.09280474
554,2319,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.944,574.162,13.09280474
555,2320,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.9119,574.162,13.09280474
556,2321,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.8325,574.162,13.09280474
557,2322,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.9598,574.162,13.09280474
558,2323,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.3207,574.162,13.09280474
559,2324,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.6028,574.162,13.09280474
560,2325,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.9002,574.162,13.09280474
561,2326,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.8191,574.162,13.09280474
562,2327,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.8973,574.162,13.09280474
563,2328,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.4482,574.162,13.09280474
564,2329,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.2668,574.162,13.09280474
565,2330,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.074,574.162,13.09280474
566,2331,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.0304,574.162,13.09280474
567,2332,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.944,574.162,13.09280474
568,2333,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.9119,574.162,13.09280474
569,2334,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.8325,574.162,13.09280474
570,2335,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.9598,574.162,13.09280474
571,2336,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.3207,574.162,13.09280474
572,2337,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.6028,574.162,13.09280474
573,2338,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.9002,574.162,13.09280474
574,2339,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.8191,574.162,13.09280474
575,2340,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.8973,574.162,13.09280474
576,2341,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.4482,574.162,13.09280474
577,2342,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.2668,574.162,13.09280474
578,2343,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.074,574.162,13.09280474
579,2344,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.0304,574.162,13.09280474
580,2345,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.944,574.162,13.09280474
581,2346,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.9119,574.162,13.09280474
582,2347,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.8325,574.162,13.09280474
583,2348,1961.5774,3481.1807,526.5995,0.0841,870.8065,1360.9598,574.162,13.09280474
584,2349,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.3207,574.162,13.09280474
585,2350,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.6028,574.162,13.09280474
586,2351,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.9002,574.162,13.09280474
587,2352,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.8191,574.162,13.09280474
588,2353,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.8973,574.162,13.09280474
589,2354,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.4482,574.162,13.09280474
590,2355,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.2668,574.162,13.09280474
591,2356,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.074,574.162,13.09280474
592,2357,1961.5774,3481.1807,526.5995,0.0841,870.8065,1361.0304,574.162,13.09280474
